id_empresa;nombre_empresa;marca;tipo_gas;tamano;medida;precio;id_comuna;nombre_comuna;id_region;nombre_region;fecha_consulta;fecha_actualizacion
licc1310101;LIPIGAS;lipigas;normal;5;kg;13350;13101;Santiago Centro;13;Metropolitana de Santiago;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;11;kg;19600;13101;Santiago Centro;13;Metropolitana de Santiago;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;15;kg;25600;13101;Santiago Centro;13;Metropolitana de Santiago;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;45;kg;76700;13101;Santiago Centro;13;Metropolitana de Santiago;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;13350;13101;Santiago Centro;13;Metropolitana de Santiago;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19600;13101;Santiago Centro;13;Metropolitana de Santiago;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;25600;13101;Santiago Centro;13;Metropolitana de Santiago;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;76700;13101;Santiago Centro;13;Metropolitana de Santiago;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;5;kg;13750;15101;Arica;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;11;kg;22840;15101;Arica;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;15;kg;27500;15101;Arica;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;45;kg;95450;15101;Arica;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;10940;15101;Arica;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19750;15101;Arica;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;24500;15101;Arica;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;73050;15101;Arica;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;5;kg;13750;15102;Camarones;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;11;kg;22840;15102;Camarones;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;15;kg;27500;15102;Camarones;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;normal;45;kg;106990;15102;Camarones;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;10940;15102;Camarones;15;Arica y Parinacota;2022-10-27 09:30:09.968815;2022-10-26 09:30:09.968815
