id_empresa;nombre_empresa;marca;tipo_gas;tamano;medida;precio;id_comuna;nombre_comuna;id_region;nombre_region;fecha_consulta;fecha_actualizacion
licc1310101;LIPIGAS;lipigas;normal;5;kg;12900;13101;Santiago Centro;13;Metropolitana de Santiago;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;normal;11;kg;18450;13101;Santiago Centro;13;Metropolitana de Santiago;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;normal;15;kg;24000;13101;Santiago Centro;13;Metropolitana de Santiago;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;normal;45;kg;71700;13101;Santiago Centro;13;Metropolitana de Santiago;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;12900;13101;Santiago Centro;13;Metropolitana de Santiago;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;18450;13101;Santiago Centro;13;Metropolitana de Santiago;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;24000;13101;Santiago Centro;13;Metropolitana de Santiago;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;catalitico;45;kg;71700;13101;Santiago Centro;13;Metropolitana de Santiago;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;normal;5;kg;13350;15101;Arica;15;Arica y Parinacota;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;normal;11;kg;21800;15101;Arica;15;Arica y Parinacota;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;normal;15;kg;23400;15101;Arica;15;Arica y Parinacota;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;normal;45;kg;91100;15101;Arica;15;Arica y Parinacota;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;catalitico;5;kg;10940;15101;Arica;15;Arica y Parinacota;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;catalitico;11;kg;19750;15101;Arica;15;Arica y Parinacota;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
licc1310101;LIPIGAS;lipigas;catalitico;15;kg;24500;15101;Arica;15;Arica y Parinacota;2023-03-24 11:08:36.060473;2023-03-23 11:08:36.060473
